TicketPromMes,RentaPromMes
128.15,37.31
96.04,27.96
147.75,43.02
116.14,33.81
82.79,24.1
61.59,17.93
80.18,23.34
128.69,37.47
51.23,14.91
134.97,39.3
99.97,29.11
129.25,37.63
85.09,24.77
55.28,16.09
66.53,19.37
115.88,33.74
70.09,20.41
111.6,32.49
70.42,20.5
73.35,21.36
78.2,22.77
74.12,21.58
127.56,37.14
57.76,16.81
59.67,17.37
124.03,36.11
53.5,15.58
71.48,20.81
64.42,18.76
81.84,23.83
100.18,29.17
114.7,33.39
83.53,24.32
81.22,23.65
43.58,12.69
71.55,20.83
108.42,31.57
120.29,35.02
68.87,20.05
91.28,26.57
132.31,38.52
73.12,21.29
123.43,35.93
96.45,28.08
78.74,22.92
82.93,24.14
67.3,19.59
92.52,26.93
105.22,30.63
116.69,33.97
154.46,44.97
132.29,38.51
62.15,18.09
90.12,26.24
73.2,21.31
117.68,34.26
103.58,30.16
51.44,14.98
128.08,37.29
142.48,41.48
109.79,31.97
68.94,20.07
45.17,13.15
120.82,35.17
95.71,27.87
85.11,24.78
79.16,23.05
74.64,21.73
109.72,31.94
112.79,32.84
82.29,23.96
124.34,36.2
86.57,25.21
79.2,23.06
132.5,38.58
99.71,29.03
68.58,19.97
67.16,19.55
84.03,24.47
62.99,18.34
55.99,16.3
96.38,28.06
132.7,38.64
76.51,22.27
122.06,35.53
92.36,26.89
114.3,33.28
80.07,23.31
66.13,19.25
87.77,25.55
60.35,17.57
100.33,29.21
115.01,33.49
71.6,20.85
55.38,16.12
97.65,28.43
51.33,14.94
45.18,13.15
94.28,27.45
97.27,28.32
71.85,20.92
98.4,28.65
83.52,24.32
59.45,17.31
66.21,19.28
68.31,19.89
123.76,36.03
78.96,22.99
118.46,34.49
104.82,30.52
74.98,21.83
107.29,31.24
82.52,24.02
131.91,38.4
52.31,15.23
62.23,18.12
141.86,41.3
121.9,35.49
84.48,24.6
138.99,40.46
85.62,24.93
111.52,32.47
83.67,24.36
81.18,23.64
55.46,16.15
120.62,35.12
113.03,32.91
105.28,30.65
74.59,21.72
81.63,23.77
149.31,43.47
140.9,41.02
142.21,41.4
85.87,25
139.25,40.54
97.62,28.42
57.38,16.71
74.64,21.73
54.98,16.01
141.65,41.24
65,18.92
148.1,43.12
85.9,25.01
82.68,24.07
85.38,24.86
88.71,25.83
94.38,27.48
61.75,17.98
76.73,22.34
106.83,31.1
65.27,19
86.02,25.04
127.2,37.03
90.81,26.44
66.31,19.31
78.41,22.83
86.73,25.25
51.96,15.13
48.21,14.03
75.13,21.87
99.15,28.87
81.66,23.78
97.2,28.3
106.92,31.13
72.44,21.09
120.65,35.12
50.47,14.69
114.23,33.26
98.5,28.68
100.01,29.12
93.73,27.29
102.42,29.82
74.76,21.76
66,19.22
55.32,16.1
141.6,41.23
93.47,27.21
89.14,25.95
87.34,25.43
96.08,27.97
87.84,25.57
118.64,34.54
89.89,26.17
90.15,26.25
98.67,28.73
93.85,27.32
73.54,21.41
75.63,22.02
92.23,26.85
103.61,30.17
60.91,17.73
145.17,42.26
76.46,22.26
68.82,20.04
71.68,20.87
115.56,33.64
44.94,13.08
60.8,17.7
63.18,18.4
84.95,24.73
70.27,20.46
60.43,17.59
114.04,33.2
137.07,39.91
99.14,28.86
56.98,16.59
57.29,16.68
66.56,19.38
132.19,38.48
100.63,29.3
61.54,17.92
125.18,36.44
109.65,31.92
88.6,25.79
140.83,41
69.84,20.33
90.37,26.31
81.96,23.86
97.54,28.4
112.91,32.87
90.79,26.43
119.6,34.82
124.77,36.33
68.89,20.06
87.73,25.54
55.73,16.23
98.71,28.74
62.57,18.22
141.78,41.28
55.19,16.07
66.36,19.32
59.22,17.24
85.91,25.01
91.05,26.51
78.02,22.71
97.94,28.51
127.15,37.02
88.59,25.79
87.43,25.45
77.83,22.66
142.33,41.44
116.67,33.97
130.25,37.92
85.4,24.86
59.4,17.29
73.57,21.42
108.61,31.62
105.04,30.58
92.6,26.96
123.47,35.95
61.67,17.95
103.53,30.14
137.99,40.17
68.02,19.8
87.23,25.4
52.92,15.41
69,20.09
59.5,17.32
76.89,22.38
79.9,23.26
85.14,24.79
69.52,20.24
79.64,23.19
95.98,27.94
143.99,41.92
62.3,18.14
83.94,24.44
81.92,23.85
124.96,36.38
72.93,21.23
97.22,28.3
52.2,15.2
52.75,15.36
79.65,23.19
77.97,22.7
74.6,21.72
67.01,19.51
80.58,23.46
62.78,18.28
49.91,14.53
75.08,21.86
84.71,24.66
91.64,26.68
65.44,19.05
60.73,17.68
133.95,39
91.01,26.5
107.15,31.2
97.25,28.31
107.22,31.22
88.14,25.66
119.35,34.75
65.56,19.09
73.81,21.49
75.27,21.91
54.19,15.78
52.5,15.28
59.38,17.29
89.28,25.99
55.98,16.3
79.24,23.07
53.25,15.5
141.68,41.25
79.58,23.17
138.01,40.18
97.11,28.27
86.4,25.16
142.95,41.62
52.27,15.22
112.06,32.63
105.88,30.83
68.42,19.92
76.9,22.39
123.06,35.83
99.41,28.94
89.83,26.15
61.79,17.99
132.47,38.57
59.78,17.41
63.97,18.62
88.41,25.74
74.25,21.62
106.38,30.97
56.81,16.54
104.4,30.39
78.3,22.8
56.17,16.35
76.76,22.35
134.08,39.04
93.89,27.34
128.78,37.49
70.33,20.48
60.72,17.68
101.05,29.42
107.61,31.33
66.96,19.5
113.03,32.91
63,18.34
63.32,18.44
53.02,15.44
108.85,31.69
80.81,23.53
57.92,16.86
61.34,17.86
79.27,23.08
88.77,25.84
127.34,37.07
90.73,26.42
86.67,25.23
123.38,35.92
70.59,20.55
71.76,20.89
88.56,25.78
104.54,30.44
116.89,34.03
48.18,14.03
57.17,16.65
121.26,35.3
68.14,19.84
104.54,30.43
124.41,36.22
73.94,21.53
76.79,22.36
65.57,19.09
75.61,22.01
58.04,16.9
57.5,16.74
69.68,20.29
55.94,16.29
73.86,21.5
129.22,37.62
92.2,26.84
51.75,15.07
85.94,25.02
73.01,21.26
110.65,32.21
96.8,28.18
72.27,21.04
58.26,16.96
88.15,25.66
102.54,29.85
108.5,31.59
141.51,41.2
92.08,26.81
69.61,20.27
80.54,23.45
69.06,20.11
118.22,34.42
62.78,18.28
78.84,22.95
138.88,40.43
67.71,19.71
51.23,14.92
91.66,26.69
53.64,15.62
95.05,27.67
81.83,23.82
128.33,37.36
61.05,17.77
74.11,21.58
94.52,27.52
76.04,22.14
76.97,22.41
144.99,42.21
96.53,28.1
79.38,23.11
99.72,29.03
106.46,30.99
62.78,18.28
90.09,26.23
76.86,22.38
115.44,33.61
80.62,23.47
90.55,26.36
58.66,17.08
49.84,14.51
72.55,21.12
66.84,19.46
91.06,26.51
109.99,32.02
112.15,32.65
112,32.61
61.12,17.79
67.57,19.67
121.91,35.49
83.93,24.44
119.27,34.72
101.62,29.59
90.69,26.4
134.34,39.11
103.02,29.99
109.25,31.81
129.06,37.57
100.51,29.26
60.2,17.53
131.81,38.37
84.02,24.46
89.76,26.13
119.66,34.84
68.74,20.01
76.31,22.22
128.37,37.37
49.85,14.51
83.17,24.21
50.21,14.62
91.34,26.59
64,18.63
69.89,20.35
75.41,21.96
87.06,25.35
77.43,22.54
77.72,22.63
73.59,21.43
146.31,42.6
60.15,17.51
119.32,34.74
83.62,24.35
99.67,29.02
86.36,25.14
84.27,24.53
68.02,19.8
73.47,21.39
129.47,37.69
107.84,31.4
91.81,26.73
84.86,24.71
112.17,32.66
78.28,22.79
124.31,36.19
69.41,20.21
141.71,41.26
103.45,30.12
84.6,24.63
61.46,17.89
53.61,15.61
152.65,44.44
84.9,24.72
69.16,20.14
88.84,25.86
104.83,30.52
100.23,29.18
132.53,38.58
53.67,15.62
62.16,18.1
126.86,36.93
90.64,26.39
62.18,18.1
93.8,27.31
93.04,27.09
128.89,37.52
81.93,23.85
71.98,20.96
112.59,32.78
69.27,20.17
132.58,38.6
77.59,22.59
69.7,20.29
49.46,14.4
79.45,23.13
111.51,32.47
85.42,24.87
113.53,33.05
111.41,32.43
83.35,24.27
128.83,37.51
63.65,18.53
99.27,28.9
86.14,25.08
64.07,18.65
89.35,26.01
76.82,22.37
56.36,16.41
127.3,37.06
99.07,28.84
110.4,32.14
101.54,29.56
145.35,42.32
97.78,28.47
43.96,12.8
47.41,13.8
90.7,26.4
54.95,16
80.79,23.52
92.68,26.98
88.29,25.7
66.29,19.3
80.79,23.52
57.22,16.66
126.84,36.93
102.38,29.81
106.52,31.01
59.55,17.34
68.66,19.99
81.27,23.66
130.39,37.96
107.12,31.19
107.4,31.27
100.06,29.13
140.04,40.77
67.16,19.55
77.57,22.58
77.82,22.66
76.53,22.28
66.63,19.4
48.02,13.98
117.98,34.35
69.44,20.22
61.62,17.94
83.5,24.31
88.14,25.66
85.58,24.92
98.73,28.75
45.31,13.19
81.93,23.85
93.21,27.14
77.97,22.7
55.68,16.21
73.96,21.53
100.42,29.24
91.3,26.58
121.41,35.35
50.32,14.65
121.18,35.28
93.9,27.34
81.37,23.69
102.11,29.73
89.01,25.91
96.91,28.21
113.86,33.15
96.53,28.1
84.36,24.56
90.8,26.44
57.57,16.76
135.01,39.31
92.91,27.05
69.51,20.24
93.51,27.22
74.96,21.82
103.96,30.27
87.55,25.49
80.95,23.57
109.21,31.8
85.96,25.03
42.03,12.24
122.66,35.71
104.3,30.37
76.05,22.14
102.21,29.76
57.58,16.76
55.37,16.12
98.94,28.81
49.11,14.3
90.87,26.45
72.7,21.17
68.42,19.92
121.78,35.45
59.99,17.47
118.36,34.46
122.15,35.56
102.95,29.97
68.24,19.87
55.07,16.03
149.37,43.49
87.78,25.56
49.55,14.43
125.5,36.54
64.99,18.92
111.49,32.46
106.22,30.93
119.97,34.93
100.73,29.33
142.09,41.37
85.86,25
86.75,25.26
65.49,19.07
72.52,21.11
45.28,13.18
122.9,35.78
54.08,15.74
96.05,27.96
91.09,26.52
121.93,35.5
73.53,21.41
61.62,17.94
103.36,30.09
82.62,24.05
99.44,28.95
111.03,32.32
79.42,23.12
112.63,32.79
67.92,19.77
110.98,32.31
86.39,25.15
110.22,32.09
65.87,19.18
87.44,25.46
104.99,30.57
95.12,27.69
91.87,26.75
88.75,25.84
75.86,22.09
52.4,15.26
84.22,24.52
99.61,29
68.5,19.94
82.66,24.07
99.38,28.93
70.07,20.4
65.68,19.12
88.88,25.88
92.12,26.82
62.09,18.08
62.36,18.16
70.18,20.43
74.87,21.8
85.56,24.91
139.47,40.6
51.6,15.02
67.19,19.56
107.75,31.37
67.18,19.56
60.28,17.55
137.21,39.95
63.84,18.59
77.63,22.6
90.81,26.44
59.64,17.36
77.95,22.69
112.34,32.71
75.73,22.05
61.75,17.98
140.74,40.97
126.4,36.8
128.5,37.41
67.83,19.75
111.25,32.39
85.53,24.9
77.23,22.48
98.05,28.55
51.49,14.99
131.78,38.37
74.97,21.83
41.51,12.09
81.45,23.71
147.78,43.02
89.96,26.19
125.3,36.48
150.11,43.7
109.57,31.9
83.98,24.45
95.94,27.93
122.47,35.65
68.99,20.09
99.83,29.06
125.86,36.64
86.82,25.28
89.51,26.06
69.76,20.31
95.91,27.92
128.18,37.32
115.66,33.67
67.78,19.73
136.46,39.73
155.34,45.23
122.77,35.74
108.97,31.72
95.66,27.85
77.78,22.64
77.32,22.51
121.86,35.48
124.58,36.27
109.96,32.01
74.39,21.66
75.06,21.85
57.81,16.83
68.01,19.8
78.08,22.73
85.53,24.9
97.27,28.32
60.32,17.56
145.61,42.39
119.29,34.73
75.2,21.89
103.39,30.1
107.26,31.23
145.64,42.4
65.79,19.15
79.65,23.19
85.32,24.84
117.65,34.25
48.73,14.19
109.55,31.89
93.47,27.21
96.93,28.22
76.57,22.29
78.81,22.94
75.83,22.08
53.34,15.53
146.15,42.55
108.32,31.54
103.82,30.23
69.33,20.19
126.38,36.79
53.85,15.68
75.84,22.08
115.12,33.52
101.02,29.41
56.85,16.55
109.19,31.79
119.38,34.76
52.86,15.39
71.35,20.77
69.9,20.35
93.73,27.29
72.94,21.24
68.45,19.93
106.4,30.98
137.36,39.99
125.5,36.54
114,33.19
87.36,25.43
94.88,27.62
127.94,37.25
84.79,24.69
143.6,41.81
117.17,34.11
79.23,23.07
49.29,14.35
146.24,42.58
68.66,19.99
73.44,21.38
87.78,25.56
58.85,17.13
100.1,29.14
106.46,31
66.73,19.43
126.17,36.73
139.45,40.6
53.87,15.68
69.11,20.12
107.04,31.16
73.72,21.46
57.08,16.62
73.95,21.53
71.67,20.87
116.4,33.89
114.02,33.19
72.05,20.98
107.13,31.19
61.71,17.97
117.66,34.26
122.45,35.65
133.36,38.82
64.82,18.87
110.8,32.26
59.53,17.33
84.98,24.74
85.07,24.77
98.66,28.72
59.97,17.46
120.69,35.14
80.5,23.44
130.47,37.98
72.42,21.08
76.24,22.2
118.02,34.36
99.05,28.84
61.48,17.9
88.51,25.77
60.72,17.68
93.62,27.26
110.4,32.14
113.85,33.14
101.4,29.52
72.47,21.1
142.62,41.52
126.12,36.72
79.48,23.14
74.26,21.62
75.4,21.95
51.61,15.02
88.46,25.75
118.98,34.64
64.94,18.91
106.88,31.12
52.44,15.27
97.33,28.34
159.42,46.41
133.14,38.76
76.03,22.13
86.82,25.28
53.13,15.47
78.21,22.77
56.6,16.48
73.52,21.4
69.4,20.2
127.35,37.08
93.53,27.23
71.68,20.87
91.68,26.69
109.8,31.97
98.59,28.7
64.2,18.69
91.54,26.65
75.5,21.98
101.28,29.49
116.97,34.05
78.56,22.87
119.21,34.71
62.52,18.2
52.49,15.28
135.53,39.46
49.34,14.37
128.07,37.29
152.68,44.45
91.25,26.57
116.64,33.96
88.4,25.74
100.05,29.13
105.11,30.6
88.34,25.72
148.61,43.27
113.03,32.91
123.61,35.99
86.26,25.11
109.09,31.76
52.53,15.29
81.02,23.59
135.27,39.38
91.6,26.67
114.93,33.46
73.29,21.34
95.82,27.9
76.96,22.4
64.76,18.85
113.7,33.1
107.93,31.42
67.37,19.61
54.91,15.99
84.89,24.71
132.78,38.66
125.74,36.61
79.2,23.06
129.3,37.64
87.5,25.47
107.42,31.27
82.35,23.98
66.49,19.36
87.6,25.5
59.22,17.24
71.57,20.84
59.89,17.44
105.94,30.84
73.81,21.49
61.01,17.76
91.06,26.51
92.34,26.88
83.35,24.27
59.64,17.36
138.72,40.39
115.61,33.66
129.4,37.67
52.72,15.35
105.04,30.58
64.09,18.66
69.44,20.22
82.04,23.88
49.73,14.48
65.83,19.17
115.67,33.68
103.19,30.04
85.53,24.9
100.57,29.28
94.62,27.55
81.68,23.78
73.17,21.3
121.92,35.49
111.34,32.41
146.99,42.79
134.73,39.23
64.75,18.85
98.94,28.8
107.38,31.26
81.22,23.65
93.86,27.33
106.8,31.09
62.41,18.17
97.53,28.39
54.88,15.98
67.44,19.63
80.2,23.35
88.04,25.63
67.29,19.59
110.84,32.27
57.4,16.71
72.1,20.99
61.52,17.91
97.04,28.25
112.53,32.76
76.95,22.4
77.07,22.44
50.96,14.84
109.75,31.95
114.08,33.21
74.79,21.77
58.16,16.93
93.56,27.24
118.13,34.39
77.76,22.64
85.29,24.83
47.46,13.82
106.28,30.94
125.67,36.59
70.79,20.61
122.15,35.56
122.84,35.76
64.04,18.65
77.99,22.71
141.24,41.12
109.28,31.82
67.26,19.58
138.02,40.18
129.99,37.84
72.28,21.04
75.3,21.92
94.49,27.51
146.76,42.73
86.35,25.14
71.82,20.91
80.2,23.35
105.24,30.64
59.26,17.25
138.56,40.34
69.01,20.09
50.67,14.75
56.05,16.32
60.5,17.61
72.32,21.06
83.72,24.37
84.28,24.54
75.84,22.08
128.15,37.31
72.23,21.03
95.54,27.82
107.33,31.25
124.38,36.21
60.87,17.72
66.94,19.49
116.1,33.8
83.67,24.36
58.35,16.99
78.91,22.97
105.06,30.59
77,22.42
123.95,36.09
91.83,26.74
57.27,16.67
104.81,30.51
119.17,34.7
66.45,19.35
124.66,36.29
73.9,21.51
67.4,19.62
93.89,27.33
80.19,23.35
129.41,37.68
60.04,17.48
110.42,32.15
84.61,24.63
81.32,23.68
83.42,24.29
118.75,34.57
108.75,31.66
52.32,15.23
106.28,30.94
81.51,23.73
90.02,26.21
82.91,24.14
84.75,24.67
80.98,23.58
66.33,19.31
110.08,32.05
101.23,29.47
62.91,18.31
97.01,28.24
74.04,21.56
54.57,15.89
87.7,25.53
107.07,31.17
84.05,24.47
110.2,32.08
66.53,19.37
58.62,17.07
114.84,33.43
57.93,16.87
61.89,18.02
85.21,24.81
93.3,27.16
53.79,15.66
114.8,33.42
57.95,16.87
58.63,17.07
91.6,26.67
54.55,15.88
154.77,45.06
70.62,20.56
83.04,24.18
68.15,19.84
93.46,27.21
65.09,18.95
65.51,19.07
61.65,17.95
121.19,35.28
134.95,39.29
78.03,22.72
55.69,16.21
50.1,14.59
52.42,15.26
60.71,17.67
134.03,39.02
118.58,34.52
87.07,25.35
109.34,31.83
94.06,27.38
79.95,23.28
83.97,24.45
90.6,26.38
90.67,26.4
54.58,15.89
80.91,23.56
72.97,21.24
124.13,36.14
76.32,22.22
76.98,22.41
81.72,23.79
61.46,17.89
121.2,35.29
117.68,34.26
56.61,16.48
75.57,22
95.81,27.89
101.38,29.52
55.83,16.25
101.1,29.43
99.06,28.84
56.03,16.31
54.56,15.88
91.76,26.71
79.96,23.28
50.19,14.61
147.11,42.83
117.27,34.14
62.93,18.32
143.45,41.77
63.78,18.57
152.7,44.46
130.46,37.98
94.13,27.41
131.38,38.25
150.27,43.75
129.29,37.64
95.08,27.68
81.95,23.86
119.1,34.67
105,30.57
53.69,15.63
118.74,34.57
43.36,12.62
126.19,36.74
68.9,20.06
53.93,15.7
131.52,38.29
62.33,18.15
97.92,28.51
62.05,18.06
58.02,16.89
55.16,16.06
63.99,18.63
110.13,32.06
125.26,36.47
88.6,25.8
72.9,21.22
75.5,21.98
147.01,42.8
87.46,25.46
121.73,35.44
70.82,20.62
149.19,43.44
52.95,15.42
69.46,20.22
69.74,20.3
87.99,25.62
70.33,20.47
133.91,38.99
112.72,32.82
61.24,17.83
85.18,24.8
114.13,33.23
119.67,34.84
90.84,26.45
58.15,16.93
63.15,18.39
120.9,35.2
134.93,39.28
50.15,14.6
90.43,26.33
83.06,24.18
103.42,30.11
64.09,18.66
134.75,39.23
93.45,27.21
62.07,18.07
52.35,15.24
84.06,24.47
66.95,19.49
81.73,23.79
106.53,31.01
77.27,22.5
112.69,32.81
58.62,17.07
51.38,14.96
62.57,18.22
55.21,16.07
74.54,21.7
58.79,17.12
93.94,27.35
132.23,38.5
85.2,24.81
51.27,14.93
89.93,26.18
51.7,15.05
103.73,30.2
68.73,20.01
100.06,29.13
137.2,39.94
101.74,29.62
53.59,15.6
107.05,31.17
97.16,28.29
66.11,19.25
81.62,23.76
60.54,17.63
140.87,41.01
74.25,21.62
48.25,14.05
45.4,13.22
82.18,23.93
93.21,27.14
103.87,30.24
103.79,30.22
63.63,18.53
127.92,37.24
81.76,23.8
97.46,28.37
89.24,25.98
48.45,14.11
84.38,24.57
56.43,16.43
84.04,24.47
45.74,13.32
92.04,26.8
66.2,19.27
84.86,24.71
76.99,22.42
74.92,21.81
72.12,21
67.07,19.53
68.93,20.07
70.9,20.64
78.27,22.79
84.02,24.46
64.41,18.75
88.94,25.89
65.8,19.16
101.76,29.63
52.74,15.35
60.73,17.68
111.33,32.41
64.55,18.79
77.88,22.67
155.47,45.26
60.75,17.69
79.55,23.16
84.76,24.68
123.63,35.99
134.56,39.18
65.87,19.18
74.76,21.77
44.96,13.09
81.1,23.61
75.37,21.94
120.84,35.18
152.67,44.45
94.93,27.64
99.4,28.94
127.29,37.06
61.49,17.9
45.02,13.11
60.72,17.68
110.35,32.13
150.95,43.95
67.18,19.56
76.44,22.25
92.17,26.83
73.33,21.35
87.79,25.56
60.62,17.65
119.72,34.85
139.28,40.55
107.83,31.39
40.77,11.87
81.47,23.72
56.18,16.36
112.37,32.72
68.49,19.94
72.86,21.21
96.78,28.18
81.11,23.61
74.69,21.75
91.01,26.5
149.85,43.63
54.24,15.79
132.11,38.46
104.36,30.38
59.16,17.22
92.52,26.94
132.91,38.69
85.66,24.94
53.18,15.48
131.66,38.33
63.24,18.41
78.92,22.98
119.88,34.9
47.77,13.91
78.53,22.86
92.91,27.05
124.37,36.21
140.02,40.77
86.7,25.24
81.29,23.67
102.92,29.96
93.48,27.21
85.33,24.84
61.1,17.79
103.22,30.05
116.41,33.89
100.44,29.24
86.52,25.19
54.41,15.84
92.69,26.99
50.87,14.81
83.75,24.38
64.59,18.8
92.39,26.9
129.38,37.67
61.59,17.93
74.95,21.82
57.76,16.82
67.43,19.63
67.77,19.73
100.21,29.18
145.13,42.25
140.91,41.02
123.86,36.06
63.01,18.34
64,18.63
147.47,42.93
91.09,26.52
79.61,23.18
68.61,19.98
107.75,31.37
82.53,24.03
73.12,21.29
57.58,16.76
89.83,26.15
82.62,24.05
99.19,28.88
73.58,21.42
60.66,17.66
120.06,34.96
68.24,19.87
136.12,39.63
80.01,23.29
68.17,19.85
93.95,27.35
60.88,17.73
54.16,15.77
80.61,23.47
100.79,29.34
108.16,31.49
42.72,12.44
80.12,23.33
55.24,16.08
97.39,28.35
123.1,35.84
90.61,26.38
58.36,16.99
63.97,18.62
125.12,36.43
94.84,27.61
61.07,17.78
77.56,22.58
81.44,23.71
63.37,18.45
76.41,22.25
129.63,37.74
74.1,21.57
62.37,18.16
127.87,37.23
124.88,36.36
61.93,18.03
60.37,17.57
92.41,26.9
130.13,37.89
84.43,24.58
59.61,17.35
42.15,12.27
117.61,34.24
96.55,28.11
100.96,29.39
94.31,27.46
101.73,29.62
59.46,17.31
91.67,26.69
115.15,33.52
63.36,18.45
82.61,24.05
81.9,23.84
112.77,32.83
97.51,28.39
62.94,18.32
61.68,17.96
48.15,14.02
97.45,28.37
66.97,19.5
67.96,19.79
64.19,18.69
56.69,16.5
69.48,20.23
118.43,34.48
94.84,27.61
83.89,24.42
110.35,32.13
58.93,17.16
50.11,14.59
123.88,36.07
114.25,33.26
146.71,42.71
62.07,18.07
136.69,39.79
58.86,17.14
103.24,30.06
73.35,21.35
82.38,23.99
75.82,22.07
83,24.16
108.93,31.71
116.19,33.83
107.55,31.31
57.77,16.82
90.14,26.24
133.06,38.74
106.38,30.97
46.49,13.54
73.3,21.34
75.69,22.04
64.54,18.79
87.29,25.41
125.53,36.55
107.77,31.38
87.42,25.45
91.92,26.76
121.55,35.39
85.08,24.77
56.51,16.45
89.26,25.99
141.49,41.19
60.6,17.64
102.47,29.83
88.95,25.9
50.81,14.79
73.99,21.54
54.69,15.92
113.42,33.02
102.76,29.92
66.42,19.34
88.24,25.69
68.29,19.88
69.13,20.13
103.54,30.14
109.02,31.74
78.47,22.85
55.27,16.09
83.52,24.32
64.98,18.92
123.82,36.05
47.46,13.82
64.61,18.81
56.5,16.45
120.92,35.21
75.43,21.96
125.2,36.45
75.85,22.08
95.08,27.68
70.6,20.56
85.2,24.8
74.04,21.56
82.88,24.13
151.96,44.24
143.55,41.79
80.96,23.57
99.92,29.09
88.28,25.7
49.7,14.47
146.99,42.8
147.28,42.88
71.95,20.95
51.92,15.11
105.92,30.84
79.12,23.04
76.08,22.15
144.4,42.04
70.82,20.62
125.02,36.4
70.35,20.48
71.41,20.79
97.71,28.45
94.51,27.52
121.95,35.5
71.47,20.81
64.3,18.72
67.83,19.75
78.14,22.75
144.78,42.15
144.67,42.12
101.74,29.62
68.85,20.05
52.42,15.26
129.61,37.73
151.18,44.02
60.2,17.53
93.21,27.14
86.46,25.17
118.98,34.64
111.96,32.6
70.46,20.51
102.66,29.89
146,42.51
62.01,18.05
87.5,25.47
122.38,35.63
92.91,27.05
78.3,22.8
112.48,32.75
105.95,30.85
86.32,25.13
123.9,36.07
125.58,36.56
102.89,29.96
86.07,25.06
76.14,22.17
68.28,19.88
87.53,25.48
91.71,26.7
63.39,18.46
82.95,24.15
74.1,21.57
56.59,16.48
95.03,27.67
74.81,21.78
67.49,19.65
92.83,27.03
100.12,29.15
66.02,19.22
66.66,19.41
74.71,21.75
74.33,21.64
47.25,13.75
103.92,30.25
117.01,34.07
112.79,32.84
87.69,25.53
102.85,29.94
105.13,30.61
139.14,40.51
74.78,21.77
107.93,31.42
149.92,43.65
68.35,19.9
65.81,19.16
100.17,29.16
107.41,31.27
90.4,26.32
77.94,22.69
60.19,17.52
65.37,19.03
101.38,29.52
61.53,17.91
106.78,31.09
126.58,36.85
57.31,16.68
57,16.59
141.2,41.11
52.51,15.29
99.27,28.9
69.38,20.2
80.22,23.36
67.25,19.58
131.95,38.42
91.44,26.62
44.73,13.02
75.42,21.96
53.18,15.48
82.21,23.93
108.31,31.53
79.7,23.2
82.08,23.9
55.39,16.13
139.72,40.68
88.25,25.69
101.75,29.62
58.96,17.16
76.45,22.26
123.32,35.9
94.23,27.43
99.03,28.83
78.33,22.8
71.86,20.92
49.35,14.37
59.06,17.19
44.23,12.88
100.97,29.4
72.97,21.24
102.33,29.79
46.51,13.54
116.32,33.87
63.08,18.36
155.73,45.34
80.73,23.5
50.85,14.8
58.34,16.99
65.75,19.14
121.94,35.5
94.17,27.42
74.42,21.67
96.35,28.05
93.96,27.36
87.62,25.51
53.67,15.62
102.42,29.82
127.53,37.13
134.57,39.18
121.12,35.26
115.36,33.59
94.1,27.4
100.32,29.21
72.55,21.12
110.67,32.22
86.52,25.19
75.48,21.98
75.32,21.93
84.58,24.62
52.56,15.3
60.38,17.58
60.65,17.66
107.27,31.23
111.95,32.59
104.65,30.47
101.57,29.57
46.92,13.66
94.13,27.41
53.97,15.71
98.2,28.59
56.48,16.44
112.5,32.75
83.42,24.29
151.43,44.09
116.03,33.78
74.78,21.77
109.17,31.78
80.7,23.5
46.32,13.49
100.98,29.4
89.26,25.99
65.06,18.94
63.2,18.4
98.17,28.58
59.62,17.36
97.01,28.24
90.41,26.32
100.41,29.23
90.89,26.46
137.53,40.04
58.84,17.13
71.54,20.83
74.91,21.81
75.32,21.93
51.77,15.07
51.63,15.03
88.96,25.9
139.89,40.73
52.42,15.26
98.78,28.76
128.15,37.31
56.49,16.45
94.97,27.65
65.46,19.06
70.02,20.39
111.7,32.52
82.17,23.92
81.79,23.81
80.01,23.29
110.86,32.28
75.59,22.01
110.31,32.11
99.72,29.03
116.29,33.86
94.73,27.58
145.74,42.43
63.1,18.37
87.84,25.57
48.86,14.22
88.21,25.68
83.77,24.39
77.95,22.69
46.51,13.54
97.99,28.53
95.58,27.83
120.6,35.11
109.89,31.99
52.41,15.26
91.17,26.54
116.11,33.81
75.52,21.99
145.38,42.33
64,18.63
102.94,29.97
57.3,16.68
76.62,22.31
127.43,37.1
96.44,28.08
91.44,26.62
81.46,23.72
125.01,36.4
78.72,22.92
80.25,23.36
122.92,35.79
58.71,17.09
63.28,18.42
64.51,18.78
108.35,31.54
64.81,18.87
65.11,18.96
80,23.29
59.76,17.4
127.98,37.26
52.5,15.29
92.19,26.84
66.43,19.34
135.6,39.48
81.01,23.59
95.18,27.71
77.95,22.69
62.03,18.06
84.43,24.58
60.56,17.63
143.74,41.85
106.11,30.89
82.92,24.14
113.34,33
83.2,24.22
64,18.63
75.59,22.01
90.54,26.36
83.09,24.19
92.63,26.97
61.2,17.82
97.42,28.36
70.44,20.51
61.14,17.8
79.08,23.02
69,20.09
49,14.26
71.95,20.95
123.96,36.09
66.1,19.24
60.47,17.6
85.36,24.85
127.79,37.2
61.1,17.79
76.92,22.39
142.86,41.59
87.31,25.42
60.23,17.54
80.68,23.49
58.32,16.98
61.83,18
66.69,19.42
109.59,31.91
60.02,17.47
116.57,33.94
69.51,20.24
112.43,32.73
48.8,14.21
94.15,27.41
63.99,18.63
54.07,15.74
157.79,45.94
65.49,19.07
47.45,13.81
84.77,24.68
58.68,17.08
52,15.14
96.1,27.98
51.48,14.99
